名字,一级类目,二级类目,出处书名,版本,描述,prompt,image_path,显示名字,prompt翻译
赤馬,动物,兽名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"名曰三騅,",prompt: 古代神话中的赤马，名为三騅，身披火红鬃毛，四蹄生风，眼中闪烁着智慧的光芒。它在山林间奔跑时，仿佛一团燃烧的火焰，身后留下一道道炽热的轨迹。背景为幽深的山林，树木葱郁，云雾缭绕，画面采用传统中国美学的彩色水墨风格，笔触细腻，色彩鲜明，充满神秘与灵动之感。,动物\兽名\赤馬.png,chima（赤馬）,"prompt: The red horse in ancient mythology, named Sanlu, is dressed in fiery red mane, with windy hooves and wise eyes. When it ran through the mountains and forests, it was like a burning flame, leaving fiery trails behind it. The background is deep mountains and forests, lush trees, clouds and mist, and the picture adopts the color ink style of traditional Chinese aesthetics, with delicate brushstrokes and bright colors, full of mystery and agility."
妴胡,动物,兽名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"其狀如麋,魚目,其鳴自䚯,",prompt: 妴胡，其状如麋，鱼目，其鸣自䚯。请以古代插画风格和传统中国美学的彩色水墨风格绘制。画面中，妴胡身姿矫健，毛色斑斓如同麋鹿，但其眼睛却如同清澈的鱼眼，闪烁着智慧的光芒。背景为幽静的山林，树木葱郁，溪流潺潺，展现出一种神秘而宁静的氛围。,动物\兽名\妴胡.png,yuanhu（妴胡）,"Prompt: The beard looks like a deer, with fish eyes, and its call is self-sustaining. Please draw in the color ink style of ancient illustration style and traditional Chinese aesthetics. In the picture, Yan Hu has a vigorous posture and colorful fur like an elk, but his eyes are like clear fish eyes, shining with wisdom. The background is a quiet mountain forest, lush trees, and babbling streams, showing a mysterious and serene atmosphere."
雍和,动物,兽名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"其狀如蝯,赤目,赤喙,黄身,",prompt: 一只名为雍和的神兽，其形状类似猿猴，拥有红色的眼睛和喙，身体呈黄色。请以古代插画风格和传统中国美学的彩色水墨风格描绘，注重表现其独特的赤目、赤喙和黄身特征。背景可以是山林或云雾缭绕的仙境，突出神秘而古老的氛围。,动物\兽名\雍和.png,yonghe（雍和）,"Prompt: A mythical beast named Yonghe, which resembles an ape, has red eyes and a beak, and has a yellow body. Please depict in the color ink style of ancient illustration style and traditional Chinese aesthetics, focusing on expressing its unique red eyes, red beak and yellow body characteristics. The background can be a mountain forest or a misty wonderland, highlighting the mysterious and ancient atmosphere."
𤝻即,动物,兽名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"其狀如膜大,赤喙,赤目,白尾,",prompt: 一只名为𤝻即的神兽，其形状如同巨大的膜，拥有红色的喙和眼睛，尾巴是白色的。画面采用传统中国美学的彩色水墨风格，背景为古代山水，展现出神秘而古老的气息。神兽的姿态威严而优雅，羽毛细腻，色彩鲜明，仿佛从古籍中跃然而出。,动物\兽名\𤝻即.png,yiji（𤝻即）,"Prompt: A mythical beast called 𤝻 is shaped like a huge membrane, with a red beak and eyes, and a white tail. The painting adopts the color ink style of traditional Chinese aesthetics, with ancient landscapes in the background, showing a mysterious and ancient atmosphere. The posture of the mythical beast is majestic and elegant, with delicate feathers and bright colors, as if jumping out of an ancient book."
延維,动物,兽名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 延維，古代神话中的神秘兽类，身躯庞大而威严，身披五彩斑斓的鳞片，头生双角如鹿，目光炯炯有神。其四肢强健有力，爪子锋利，尾巴长而灵活。延維栖息于深山幽谷之中，常伴云雾缭绕，象征着自然的力量与神秘。请以彩色水墨风格绘制，背景为古朴的山水景色，画面充满传统中国美学的气息。,动物\兽名\延維.png,yanwei（延維）,"prompt: Yanwei, a mysterious beast in ancient mythology, has a huge and majestic body, covered with colorful scales, has two horns like a deer on its head, and has bright eyes. Its limbs are strong and powerful, with sharp claws and a long, flexible tail. Yanwei inhabits deep mountains and valleys, often surrounded by clouds and mist, symbolizing the power and mystery of nature. Please paint in the style of color ink, with a quaint landscape scenery in the background, and the picture is full of traditional Chinese aesthetics."
峳峳,动物,兽名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"其狀如馬,羊目,四角,牛尾,其音如獋狗,",prompt: 峳峳，兽名，其状如马，羊目，四角，牛尾，其音如獋狗。请以古代插画风格和传统中国美学的彩色水墨风格绘制，背景为山林间，四周环绕着奇异的花草树木，天空中隐约可见祥云飘动，整个画面充满神秘而古老的氛围。峳峳的身体线条流畅，肌肉饱满，四角弯曲而有力，眼神温和但不失威严，尾巴如牛尾般粗壮，整体呈现出一种古老神话中的神兽形象。,动物\兽名\峳峳.png,youyou（峳峳）,"Prompt: Mountain, the name of the beast, its shape resembles a horse, sheep's eyes, four horns, a cow's tail, and its sound is like a roe deer. Please draw in the color ink style of ancient illustration style and traditional Chinese aesthetics, the background is the mountains and forests, surrounded by strange flowers and trees, auspicious clouds can be faintly seen in the sky, and the whole picture is full of mysterious and ancient atmosphere. Zhengfeng's body lines are smooth, his muscles are full, his corners are curved and powerful, his eyes are gentle but majestic, and his tail is as thick as a cow's tail, presenting an image of a mythical beast in ancient mythology as a whole."
幽鴳,动物,兽名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"其狀如禺,文身,善笑,見人則卧,其鳴自呼,",prompt: 一只名为幽鴳的神兽，形似禺（一种古代传说中的猴子），全身布满精美的花纹。它表情生动，总是带着微笑，遇到人时会躺下装死。它的叫声如同在呼唤自己的名字“幽鴳”。画面采用传统中国美学的彩色水墨风格，背景为山林溪流，增添神秘而宁静的氛围。,动物\兽名\幽鴳.png,youyan（幽鴳）,"prompt: A mythical beast called the Youguo, resembling a monkey (an ancient legendary monkey), covered with exquisite patterns. It has a vivid expression, always smiling, and will lie down and pretend to be dead when it meets people. Its call is like calling its name ""Youyu"". The painting adopts the color ink style of traditional Chinese aesthetics, with mountains and streams in the background, adding a mysterious and serene atmosphere."
窫窳,动物,兽名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"其狀如牛,赤身,人靣,馬足,其音如嬰兒,食人,",prompt: 窫窳，其状如牛，赤身，人面，马足，其音如婴儿，食人。请绘制一只具有传统中国美学的彩色水墨风格的窫窳，它拥有牛的身体和红色的皮肤，人脸和马蹄，发出婴儿般的叫声。背景可以是山林或古代神话场景，展现出一种神秘而恐怖的氛围。,动物\兽名\窫窳.png,yayu（窫窳）,"Prompt: Ya Yu, its shape resembles a cow, its body is naked, its face is human, its feet are like a horse's feet, its sound is like that of a baby, and it eats people. Please draw a colorful ink style Yayu with a traditional Chinese aesthetic, which has the body of a cow with red skin, a human face and horse hooves, and makes a baby-like cry. The background can be mountains and forests or ancient mythological scenes, showing a mysterious and terrifying atmosphere."
窫窳,动物,兽名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,"龍首,居弱水中,在狌狌知人名之西,其狀如龍首,食人,",prompt: 窫窳，龙首兽身，居于弱水之中，位于狌狌知人名之西。其形象为龙头，身体似猛兽，常潜伏于水中，性情凶猛，以食人为生。请参考古代插画风格和传统中国美学的彩色水墨风格，描绘窫窳在弱水中游弋，四周环境幽暗神秘，水面波光粼粼，背景中隐约可见远山和茂密的树林，营造出一种神秘而危险的氛围。,动物\兽名\窫窳.png,yayu（窫窳）,"Prompt: Yaoyu, with a dragon's head and a beast body, lives in the weak water, located to the west of the gorilla's name. Its image is a dragon's head, its body is like a fierce beast, it often lurks in the water, has a fierce temperament, and eats people for a living. Please refer to the ancient illustration style and the colorful ink style of traditional Chinese aesthetics, depicting Yao Yu cruising in weak water, surrounded by dark and mysterious environments, sparkling water, and faintly visible distant mountains and dense woods in the background, creating a mysterious and dangerous atmosphere."
逐,动物,兽名,山海經十八卷,宋淳熙七年（1180）池陽郡齋刻本,,prompt: 逐，一种古老的兽类，体态矫健，毛色斑斓如同山林间的迷雾。它拥有四足强健有力，能够在山间迅速奔跑，头部有一对锐利的角，眼睛炯炯有神，透露出野性的光芒。逐的形象融合了鹿与虎的特点，既有着鹿的优雅，又不失虎的威猛。在古代神话中，逐被视为森林之灵，能够穿梭于山川之间，守护着自然界的和谐。请以彩色水墨风格描绘逐，在画面中加入一些山石、树木等自然元素，展现其与自然环境的紧密联系。,动物\兽名\逐.png,zhu（逐）,"prompt: Chase, an ancient beast with a vigorous body and colorful fur like the fog in the mountains and forests. It has four strong legs and can run quickly in the mountains, with a pair of sharp horns on its head and piercing eyes that reveal a wild glow. The image of Zhu combines the characteristics of deer and tiger, with the elegance of a deer and the majesty of a tiger. In ancient mythology, it is regarded as the spirit of the forest, capable of shuttling between mountains and rivers, guarding the harmony of nature. Please depict each one in a colorful ink style, and add some natural elements such as mountains and rocks and trees to the picture to show its close connection with the natural environment."
